100,8870.000000
150,13337.020000
200,44711.010000
250,25533.010000
300,35921.020000
350,46148.010000
400,59092.990000
450,75301.020000
500,91167.020000
550,121686.030000
600,130273.980000
650,156130.040000
700,183421.010000
750,220382.980000
800,247250.960000
850,285554.000000
900,310650.990000
950,357198.000000
1000,397348.010000
1050,442283.970000
1100,487868.970000
1150,535052.000000
1200,583065.020000
1250,641415.010000
1300,704778.980000
1350,755431.000000
1400,808510.950000
1450,874280.060000
1500,954311.030000
1550,1013833.980000
1600,1082013.980000
1650,1219639.020000
1700,1332105.010000
1750,1447696.980000
1800,1572415.030000
1850,1700157.020000
1900,1844610.980000
1950,1981277.000000
