100,11068.000000
300,39548.000000
500,58857.000000
700,81453.000000
900,111757.000000
1100,113308.000000
1300,146200.000000
1500,166506.000000
1700,230816.000000
1900,220928.000000
2100,247855.000000
2300,280940.000000
2500,300457.000000
2700,330212.000000
2900,348140.000000
3100,384253.000000
3300,396578.000000
3500,575990.000000
3700,498692.000000
3900,466503.000000
4100,510193.000000
4300,529383.000000
4500,615956.000000
4700,619253.000000
4900,636363.000000
5100,692043.000000
5300,699192.000000
5500,722436.000000
5700,783527.000000
5900,828527.000000
6100,803630.000000
6300,882524.000000
6500,857794.000000
6700,923145.000000
6900,977712.000000
7100,952940.000000
7300,1360341.000000
7500,995093.000000
7700,1288794.000000
7900,1077998.000000
8100,1069209.000000
8300,1174670.000000
8500,1133402.000000
8700,1170691.000000
8900,1209277.000000
9100,1410001.000000
9300,1380434.000000
9500,1449391.000000
9700,1581336.000000
9900,1425836.000000
