100,30629.000000
300,112537.000000
500,90269.000000
700,99056.000000
900,153027.000000
1100,153677.000000
1300,185328.000000
1500,215700.000000
1700,408636.000000
1900,277438.000000
2100,323240.000000
2300,327112.000000
2500,381253.000000
2700,395013.000000
2900,431528.000000
3100,463217.000000
3300,505492.000000
3500,525801.000000
3700,555292.000000
3900,994672.000000
4100,621048.000000
4300,680410.000000
4500,694925.000000
4700,932982.000000
4900,759480.000000
5100,791874.000000
5300,838613.000000
5500,902040.000000
5700,1086415.000000
5900,1385982.000000
6100,1117576.000000
6300,1175571.000000
6500,1090222.000000
6700,1099021.000000
6900,1281939.000000
7100,1179260.000000
7300,1229509.000000
7500,1247868.000000
7700,1284545.000000
7900,1315359.000000
8100,1398974.000000
8300,1609763.000000
8500,1423928.000000
8700,1878964.000000
8900,1525284.000000
9100,1549161.000000
9300,1584024.000000
9500,1624932.000000
9700,2089705.000000
9900,1731963.000000
