100,7482.000000
300,38343.000000
500,46960.000000
700,67295.000000
900,82287.000000
1100,101980.000000
1300,127260.000000
1500,151131.000000
1700,174595.000000
1900,231276.000000
2100,256582.000000
2300,237592.000000
2500,305647.000000
2700,297472.000000
2900,313297.000000
3100,338884.000000
3300,359132.000000
3500,387420.000000
3700,407703.000000
3900,431680.000000
4100,436971.000000
4300,498806.000000
4500,540572.000000
4700,560966.000000
4900,584875.000000
5100,630761.000000
5300,610690.000000
5500,664211.000000
5700,1021483.000000
5900,682840.000000
6100,712642.000000
6300,749447.000000
6500,777733.000000
6700,810370.000000
6900,850819.000000
7100,906094.000000
7300,918948.000000
7500,896253.000000
7700,923107.000000
7900,989153.000000
8100,1002525.000000
8300,1015406.000000
8500,1048894.000000
8700,1524408.000000
8900,1123388.000000
9100,1109901.000000
9300,1174547.000000
9500,1194672.000000
9700,1211617.000000
9900,1306484.000000
