100,9716.000000
300,28963.000000
500,61683.000000
700,75015.000000
900,106806.000000
1100,114439.000000
1300,146190.000000
1500,200736.000000
1700,215512.000000
1900,256980.000000
2100,223558.000000
2300,275724.000000
2500,294767.000000
2700,327880.000000
2900,365417.000000
3100,397994.000000
3300,436705.000000
3500,476353.000000
3700,576090.000000
3900,559057.000000
4100,592988.000000
4300,536148.000000
4500,585217.000000
4700,604289.000000
4900,635781.000000
5100,682784.000000
5300,730437.000000
5500,743854.000000
5700,800166.000000
5900,841566.000000
6100,885342.000000
6300,931371.000000
6500,971237.000000
6700,1012312.000000
6900,1051951.000000
7100,1092864.000000
7300,1163093.000000
7500,1199765.000000
7700,1224774.000000
7900,1292711.000000
8100,1329622.000000
8300,1136128.000000
8500,1117841.000000
8700,1543416.000000
8900,1290332.000000
9100,1218879.000000
9300,1253042.000000
9500,1299974.000000
9700,1311806.000000
9900,1384047.000000
