100,2032.000000
3430,3060.000000
6760,542.000000
10090,910.000000
13420,472.000000
16750,512.000000
20080,584.000000
23410,532.000000
26740,504.000000
30070,538.000000
33400,538.000000
36730,560.000000
40060,1568.000000
43390,582.000000
46720,536.000000
50050,514.000000
53380,522.000000
56710,554.000000
60040,634.000000
63370,558.000000
66700,548.000000
70030,556.000000
73360,576.000000
76690,1320.000000
80020,416.000000
83350,430.000000
86680,630.000000
90010,450.000000
93340,438.000000
96670,556.000000
